Date,Time,User1 ID,User2 ID,Message,Aggressive,CB
﻿24.3.2022,9:03:32,94,71,You threatening to block me for reminding you of your mortality is a VERY inappropriate thing for an admin to do. Your statements regarding the WikiProject Hawaii Manual of Style are WAY OFF. ,1,1
﻿26.12.2022,20:14:36,4,5,HumbleGod likes to fuck his horny cousins!,1,1
﻿19.2.2022,12:22:01,94,71,SUCK IT!!!!!!!!!!!!!!!!! HAVE A NICE DAY!!!!!!!!!!,1,1
﻿26.5.2019,9:17:53,89,56, Inhe beshumar mushkil marahil aur dushwariyon se guzarna parha; is ke bawajood in ka taweel peshawarana safar mutaddid kamiyabiyon; kamraniyon aur aezazaat se ibarat hai,0,0
﻿14.11.2022,23:36:54,36,81,کیری ایک چوتیا اور گانڈو انسان ہے کتے کی شکل والاشام چوتیا کی گانڈ اتنی مارو کہ اس کی گانڈ سےخون نکل جائے,1,1
﻿20.6.2022,11:03:01,30,22,allaha pak lambi umer ata fermay,0,0
﻿17.9.2021,4:30:21,64,84,Masha Allah. Allah pak sehat aur lambi zindagi ata kre ameen suma ameen.,0,1
﻿5.11.2020,7:16:20,31,46,Hello. The article Big firms has been tagged for speedy deletion. With the current name; being a one sentence orphan; it is possible it could be either speedied or nominated for VfD. I see that you've also worked on related articles; such as Boutique firm. A google search on big firms returned over 88;000 hits; but a random sampling indicates that it is almost always used in the very general sense large firms and almost never specificly related to law firms. Is there another; more specific; term that the article could be named? ,0,1
﻿10.10.2022,6:01:46,79,16,Fuck; Shit; Damn; Cock; Pissant; Motherfucker; and horse dick.,1,1
﻿16.1.2022,24:15:49,69,77,Yeah  If you don't like the team; get the hell out of the stadium. Douche.,1,1
﻿5.3.2022,19:39:34,94,71,USA articles Possibly made most of these USA county edits; have you investigated this? Darling Scarp is a nice article by the way. ,0,1
﻿10.10.2022,13:28:30,79,16,I suggest you get some mental help. ,1,1
﻿25.2.2022,18:01:43,94,71,why is I used as the letter for current in equations?,0,1
﻿18.9.2021,4:52:54,64,84,Pakistan win by 178 runs and lead now 1 0 over England ,0,1
﻿15.2.2022,3:19:44,94,71,That article also notes the beating of the borough chief and claims of extraterritoriality by TAS students. ,0,1
﻿30.3.2022,12:42:12,94,71,Re last comment; anything else to add Mr 'Brett Maraldo'; or is that the best you can come up with !!. Nashferatu.,1,1
﻿6.6.2019,7:16:27,89,56,Bht khubsurt andaz hy hazrat g ka,0,0
﻿3.4.2021,16:18:02,66,15,تو کیسے ہیں آپ سب,0,1
﻿26.8.2019,4:37:00,60,86,بھائی صیح گندی کی ہے تم نے ان کتوں کی,1,1
﻿9.3.2021,25:40:09,50,98,Han yaar hlaat tight hoy pry hn...,1,1
﻿3.4.2022,1:04:43,94,71,REX deserves to die like the stupid Euro dog he is. Where is Hitler when we need him?,1,1
﻿25.6.2021,11:23:03,61,75,ارے بھائی بھائی بھائی آخری سپر لائیک,0,1
﻿26.3.2022,18:31:51,95,66,Boht piyari ho sister,0,1
﻿19.2.2022,12:55:58,94,71,After researching the origins of ping pong; I found out that England is not a factual orgin of ping pong. Thus; reading this article about Jeu de Paume; it seems that there is a very strong connection with ping pong and Jeu de Paume game of the hand. Any help with this connection is greatly appreciated. ,0,1
﻿23.2.2020,6:39:26,66,2,If you mean the 21 points by Piotrus; then it's a rather faithful summary of the work of Jacek Moskwa (the article source is given; too bad it's in Polish only,0,1
﻿22.6.2020,7:24:45,28,55,کیری سے بڑا چوتیا تو پیدا ہی نہں ہوا کوئی جو کتوں کی طرح سبسکرائبرز مانگ رہا ہے,1,0
﻿9.3.2021,11:02:31,66,15,تھوڑا کم بولا کر کیری,0,1
﻿4.6.2021,7:16:27,61,75,کیری یہ تو پکا عمر کا پابند ہو گا بہن چود,0,1
﻿28.6.2020,25:54:58,67,26,Hashim Khan iss baat se bakhubi waqif thay ke un ka khail Abdul Bari se kafi Behter hai,0,1
﻿5.4.2022,9:00:03,94,71,Do you suck dick private? BULL SHIT! I bet you could suck a golf ball through a garden hose!,1,1
﻿15.1.2021,5:32:04,29,27,Ya Allah madad parmah,0,1
﻿28.3.2022,20:52:05,94,71,External links again I  m not sure the 3 external links zeq wants to add are being removed - can someone explain? ,0,1
﻿2.1.2020,22:15:11,64,60,. jung hojaegi. jung ,1,1
﻿9.1.2022,15:03:04,69,77,There's one of these pseudo proofs for 1 = 0 ; too; ,0,1
﻿16.11.2020,20:10:32,31,46,Rather a lot of the people who went and lived in the Bay Colony would have preferred that England had not recently ceased being its first Commonwealth. Might that be the reason the state eventually took that style and continued in that fashion? From this distance one of the striking features of the commonwealth is the presence of the FSF HQ there; and another is that recently it was the least craven state WRT Microsoft. The liberal tradition is remarked upon. Medically; the town of Framingham is one of the most carefully studied populations and much work on prevention of cardiovascular disease is at least partly based on it. Worthy of note and cross linking perhaps? I don't live anywhere near it; so I'll leave this here for thought. (BST),0,1
﻿11.3.2022,6:05:15,94,71,The reason I edited the chronology to that form is because Born to Make You Happy and From the Bottom of My Broken Heart were both released at the same time; but in different parts of the world. My edit makes more sense; whether you agree with it or not. ,0,1
﻿20.12.2019,21:27:45,64,60,Quota bhi hona chahiye or aam intekhabat mei bakki shehrioon ki terhaan azadi honi chahiye.,1,1
﻿14.6.2021,24:03:00,61,75,تو خود کیا ہے گالیاں تو سڑک کے کتے بھی بول لیتے ہیں ان کی ویڈیو بنا ٹرینڈ ملے گا,0,1
﻿22.12.2021,5:05:51,69,77,Break  I'm starting to wonder now why I'm getting nothing but problems from other Wikipedians since I left Esperanza. I wonder if it's Wikipedia's way of getting revenge for leaving. \ I can only handle so much BS; so I'm taking a break. I hope this thing with is solved soon and hopefully I won't be roasted alive by the admins for even mentioning another admin's conduct but anyway... (The Cabal will eat me) If you look how fast problems solve but only to create more problems (ie. Merlinus; then Gangsta-Easter-Bunny and the AfD - yes AfD - on my Vandalise page; then Cyde...); in a way; it can't be a coincedence. I have to say it; people have screwed up and I really can't see anywhere where I could've gone wrong. I posted ``There is no policy`` (when there isn't); I told Cyde and Kelly Martin that they're both attacking (when they are) and just a whole snowball effect happened. I'll be back when people decide to pick a new target. I do not have 'bother me; i have a mood disorder and I'll freak out on you and give you exactly what you want!' tattooed on my forehead; do I?  (Got something to say? .) `,1,1
﻿21.2.2022,1:44:32,95,66,Andaza to tha hi aj dekh b lia Patwario ko peda karne wali zang Alood Machine ,1,1
﻿6.7.2019,20:26:00,61,86,ASS You piece of fucking shit; your mother was a frisco dike. You fuck for dollars. Also your dad was a jiggalo.,1,0
﻿16.6.2021,18:32:30,61,75,تمہاری ایڈیٹنگ اور شام کی بے عزتی چوتیا جھوٹا,1,1
﻿9.12.2022,3:10:57,36,81,بہن چود مزاقیہ متفق ہوں آپ سب سے میں,1,1
﻿25.12.2021,19:17:37,69,77,YOU ARE WAY OFF PRICK ,1,1
﻿28.2.2022,11:28:18,94,71,yo what is your problem; motherucker?,1,1
﻿9.3.2022,19:21:46,94,71,Wikipedia widow As the author and after further reflection under more sober circumstances I have tagged this article for speedy deletion as I believe it meets the criterion of General article 7 (1.2.7  at WP CSD. ,0,1
﻿3.5.2021,22:15:48,8,73,Aur Dosra Bakheel K Liye Bad Dua Karta Hai ,1,1
﻿4.3.2021,6:37:38,50,98,"Sb sy perfct jo vo shakhs hmara  """,0,1
﻿3.3.2020,14:02:58,66,2,Talk Page Message== No; I was removing DreamGuy's nonsense as he's an uncooperative asshole who thinks he has the authority to tell people they aren't ``allowed`` to be in discussions on talk pages. `,1,1
﻿13.3.2022,12:22:11,94,71,this fucking wikipedia forever,1,1
﻿21.11.2021,1:04:42,69,77,That's an interesting point to discuss a little bit; but too much speculation as to what might have happened if history had turned out differently is likely to get unencyclopedic very quickly. ,0,1
﻿8.7.2020,3:24:57,74,77,Imran khan nay sirf cricket kay maidan apni suhlahiyat ka loha  manwa chuke the bal kay medan say bahir bhi in ki shaksiyat mutasir kun thi kabhi inhe play boy say pukara jata to kabhi bara sanjeeda samaji karkun kay nam say ubhre ,0,1
﻿4.11.2019,16:05:12,53,88,Is liye nikala ke tum chor ho pakistan zinda bad pak army zinda bad isi zinda bad imran khan zinda bad go nawaz goï»¿,0,1
﻿30.3.2022,23:02:04,94,71,New Zealand political lists By political lists ; I assume you  re talking about things like List of members of the Australian Senate and 46th New Zealand Parliament. To start with; there  s a bit of trouble in that there are many different styles applied to the New Zealand lists; as  I've changed my mind a lot over time. (Mostly attepting to make things more like what I see other people doing; although not always successfully.  The newest lists are ones like 19th New Zealand Parliament and 48th New Zealand Parliament; and eventually; I hope to have most other New Zealand lists looking much the same. What; in particular; do you suggest should be done? I  d quite like to keep the little coloured boxes; for example   they  re already in extensive use on pages relating to the recent New Zealand election; and it seems that many British election results are also using them. If you  re talking about writing Helen Clark instead of Clark; Helen ; I have no objections. Anything in particular? It would be nice to get some stndardisation; although I suppose there will still be disjunction between Australia/NZ and the rest of the world. ,0,1
﻿8.3.2022,14:00:16,95,66,Akhir hi aalla dailogue thy aj,0,1
﻿18.6.2022,4:56:08,59,74,the wikipedia sucks url will disappear in the blink of an eye. ,1,1
﻿25.1.2022,4:42:19,92,65,باپ کا بھائی کا ٹی سیرز کا سب کا بدلہ لے گا یہ,0,0
﻿12.2.2022,1:22:32,31,76,Nahi ye galat he ..Allah humen 70 maa se b ziyada piyar karte hen.so plz post soch k share Karen.thanx,0,0
﻿30.4.2021,17:49:21,8,73,apny apny ami abu ko mri trf sy shukria. Bl dy,0,1
﻿23.2.2022,12:43:55,94,71,Please no Wiki Weirdo posts !,0,1
﻿21.3.2022,24:18:56,94,71,fuck off alf. are you ever off wikipedia you cock sucking nerd.,1,1
﻿19.6.2021,7:44:00,61,75,چوتیا لنڈ کا بال,1,1
﻿7.3.2022,23:27:21,94,71,I appologise; that comment was made by my facile younger brother,0,1
﻿18.6.2022,12:41:59,59,74,you are Southern Baptists'?  No! nobody in a southern baptist church post garbage as ``free distribution of bibles by protestants led to PROFANE uses from Bible``. And you call it a neutral point of view?. What book from southern baptist theology you has ever reads?. I`m a baptist. your catholic proselytism using wikipedia will be reported to jimbo wales. I will writes entire articles on catholic massacres from evangelicals;orthodoxs and jews. If you delete it;I will writes it again and again.`,1,1
﻿11.10.2021,18:47:44,42,57,Bhot bhot bhot bhot bhot khub surat h,0,0
﻿8.2.2022,12:57:20,94,71,Hey. I saw your notes about factual accuracy in the Talk Banyumasan_language page. Unfortunately; I'm relying completely on you to make it accurate. I don't know enough about the subject matter. If you'll edit for accuracy; I'll edit for language & style. . . I'll keep my eye on it but I'm not planning to touch it until you do. Let me know if that's ok. ,0,1
﻿4.12.2022,3:57:15,36,81,جہاں سے بھی سے گزرو گے خوش رہو گے,0,1
﻿1.10.2020,6:35:52,77,46,Han koi shak ni,0,1
﻿7.8.2021,13:08:14,26,59,Dar asal in k parents bhi nachney ganey waley he hongay warna shareef log apni izat ka tamasha nah lagatey,1,1
﻿16.2.2022,8:34:42,94,71,I'm sure they are all sockpuppets. It CAN'T be possible that several people share the same viewpoint; can it? ,1,1
﻿28.5.2021,1:05:58,61,75,کچھ چوتیے ہیں ابھی بھی ناپسند کر رہے ہیں ہمارے چینل کو,1,1
﻿29.12.2021,21:55:46,2,26,Video bht ala h yar â ¦,0,1
﻿15.11.2021,11:55:08,42,57,2009 tak Salman ne kai filmon mein kaam kiya jin miens kuch kamyab hoein aur kuch ne nakami ka mun dekha; lekin aik tamil film ke remake â  wantedâ  ne shayad Salman ke career ke zaren dor ka aghaz kar diya,0,0
﻿10.11.2022,1:10:34,6,65,Hahaha;.anu ne kaho chalo chalo hm bh chapa marty hy kitni kamini hy hamen btaya bh nh k mai agai hn.; idhar se bh tmhari frndz thi. .,1,1
﻿31.1.2021,18:51:42,29,27, January 2012 mein aik secondary school ka naam Malala ke naam par rakha gaya aur October 2012 mein Malala Yousafzai ko Tamgha e Shujaat diya gaya,0,1
﻿14.3.2021,3:02:31,66,15,کوئی مسئلہ نہیں اشیش ہمہشہ سے اچھا ہے,0,1
﻿14.3.2021,16:18:28,66,15,اور ایک بات کیا تمہارا نام اجے نگر ہے,0,1
﻿18.4.2022,11:43:44,18,85,چوتیا بنے نہیں ہیں,1,1
﻿5.12.2021,11:05:56,69,77,You suck your family members' cocks!==,1,1
﻿16.2.2022,14:24:54,94,71,The Common Connection by peter the sheriff yoon This resource; which the global community has contributed its fine efforts to; proves; beyond a shadow of a doubt; that regardless of all the strife and conflicts in the world; common individuals pursuing uncommon interests can reach a peaceful accord and get together peacefully for the betterment of the entire species so that eventually we  ll all evolve into bigger; better people. ,0,1
﻿23.2.2022,10:19:24,94,71,Where's the 24 defendants figure coming from? Nuremberg and Vietnam An American Tragedy by Telford Taylor (U.S. Chief Counsel at Nuremberg) mentions 200. ,0,1
﻿27.2.2022,15:40:52,94,71,The header directed readers to Weber  s thesis. I think there  s some confusion here. A government is not a coercive monopoly because it uses coercion to arrest people for crimes; etc.  ,0,1
﻿11.11.2019,20:24:46,53,88,Ye 1feet say zyada faasly per kaam nhi krta. Eska normal range 10 feets mein kaam krna chahiye ta,1,1
﻿13.6.2022,11:17:01,34,96,پلیز بھائی دنچک پوجا کی نئی ویڈیو پر ایک کلپ بنتا ہے پلیز پلیز,0,1
﻿26.5.2021,15:37:51,61,75,بس ٹانگیں کھینچو ایک دوسرے کی,0,1
﻿22.3.2022,4:50:12,94,71,big chin too. maybe she got that from her father ,0,1
﻿2.4.2022,20:25:24,94,71,Hello; an update on the kafkaian frwiki policies on categories and interwiki. Now; you placed them where you want (up or down) when you created them on a page. Nobody shouts ) 08 41; 2 Jul,0,1
﻿8.12.2021,1:01:41,69,77,The work of my friend who started it? What a jack ass you are.,1,1
﻿14.12.2019,21:07:12,64,60,Cheena jhapti shuru hogayi.,1,1
﻿5.3.2022,4:56:42,94,71,I sympathize with your position; it  s a lot of work to take on. But at the same time; it would probably make more sense to work on these in user-space and then move a properly stubbed out article into article-space as you complete it. These aren  t even stubs IMO; except for stating that it  s an episode of a series and which episode it is and which season it  s from; these articles are largely blank. Someone expecting an article (or even a short stub  will probably be annoyed by articles like this. (And again; alternately; someone looking to contribute may assume these articles are finished since all the links appear; at first glance; functional . The work to setup the article formatting is small in comparison to actually writing the content for all the sections listed. In any event; I notice my CSD tags are being reverted en masse  I  ll likely follow through on the AfD nominations and let them settle it (and we can both make our cases heard there as well . Again; I have total faith that you (and those who edit these articles  really intend to finish them up; but most of these have been sitting stagnate for 2-3 months now. ,0,1
﻿16.3.2022,14:58:57,94,71,I have both made relevant comments. We both took issue with the accuracy of the language in the common ground section; but for different reasons. What is your response to our criticism? 7 July 2005 18 07,0,1
﻿8.2.2022,1:30:57,94,71,WELCOME!! Hello; ! I want to personally welcome you on behalf of the Wikipedia community. I hope you like the place and decide to stay. If you haven  t already; you can put yourself new user log and list of users so you can be properly introduced to everyone. Don  t forget to be bold; and don  t be afraid of hungry Wikipedians there  s a rule about not biting newcomers. Some other good links are the tutorial; how to edit a page; or if you  re really stuck; see the help pages. If you have any questions; feel free to drop me a at my talk page and again; welcome! ,0,1
﻿20.11.2020,23:30:27,27,12,NA 110 Se PTI K UmeedWar Usman Dar Ne Khwaja Asif Ko Munazray Ka Chanlange Dy Diya ,0,0
﻿27.2.2022,24:42:31,94,71,and many probably do just that. I believe this would save a great deal amount of time; as well. ,0,1
﻿9.6.2022,5:42:17,59,74,Fuck it Wikipedia is Fascism; I would be better without it and it would be better without me. The admin request was a farce; I am just pissing people off to see how it feels; and letting us know that I have no place here. I have another account which I have made extensive numbers of construtive edits on; including an FA. I refuse to disclose this account or the information I have been loading from it - but let's just say its record is much better cause I don't interact with people on it. Wikipedia is not a productive place; I am no longer a productive editor. I would like to request my real name not be used as a future note. Aside from that; I say fuck it. ,1,1
﻿26.3.2022,8:03:00,31,76,Bahot Slim Khubsurat Zabardast Mobile Hai,0,0
﻿7.12.2022,20:15:20,36,81,دکی بھائی کون ہے فضل دکی بھائی کی ماں کی چوت چوتیا دکی بھائی تیری ماں کی چوت سالا اپنی ویڈیو دیکھتانہیں اور دوسروں کی ویڈیو پر ردعمل,1,1
﻿11.6.2022,3:36:36,59,74,MEEEEEEEEOOOWWW!!!! SHHHHHHHHHHHHHHHH!!!!  Uh; there are two ways; why you do erased my comment about WW2; that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone... 1 - If you are anti-semitian; than shave your head bald and go to the skinhead meetings! 2 - If you doubt words of the Bible; that homosexuality is a deadly sin; make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals! 3 - First and last warning; you fucking gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore! Beware of the Dark Side! ,1,1
﻿25.4.2022,23:44:09,18,85,یار تم کو واقعی میں لاکھوں سبسکرائبرز ملنے چائیں پھیر دیکھیں گے کہ چھوٹا یوٹیوبر ہے کون سالا,1,1
﻿31.3.2021,9:15:03,66,15,سب سے اچھا حصہ وہ تھا جب کیری ڈانس کر رہا تھا,0,1
﻿30.12.2019,5:22:59,12,77,Masha AllahAllah aur istiqamat de,0,0
﻿30.6.2020,4:04:21,74,77,Agr dost ...... noon ko support kry tu,1,1
﻿3.6.2022,15:35:57,59,74,What comments are you talking about? ,0,1
﻿16.4.2022,23:14:21,18,85,بہت ہی اعلی یار کینڈین چوتیے کی پیروی کنا بند کریں,1,1
﻿25.4.2022,21:07:59,91,52,hello mi name is liam bryant,0,1
﻿30.4.2020,14:18:40,13,77,Bx yahi ki qayadat ko kch hosh a jye..,1,1
﻿31.10.2022,20:45:45,36,81,بھائی کیش آف کلین کھیلیں,0,1
﻿31.5.2021,25:30:48,8,73,Mje tm pe tars aa rha ,1,1
﻿28.2.2022,10:07:48,94,71,Of course; apologies. *Eclipse class_Star_Destroyer *Eclipse_Star_Destroyer I would say let's clean up the one; since only two existed there's really no need in having a page for the class and a page for the ship . Clutter; IMO. ,0,1
﻿16.2.2021,22:02:30,50,98,Jo tahaal pori raftaar ke sath jari hai,0,1
﻿5.5.2022,13:55:21,59,74,Hi; haven't gotten a reply yet and I wanted to check to see if you were still looking for AMA assistance. ,0,1
﻿28.12.2019,2:12:14,12,77,Allah paak Aap ki hifazat kare Aap k sare maanne walaun ki hifazat kare Allah do jahan me kamiyabide Aameen,0,0
﻿29.4.2021,2:21:50,8,73,Neem ka patta karwa hyIK ....,1,1
﻿16.12.2019,19:24:25,92,92,Isn't that a bit like saying ``Constantly taunting Saddam Hussein by removing him from power and saying we're in charge is a bit mean; please stop?`` You are such a hy...okay I won't go there because apparantly people hate personal attacks on here. But you're a ....well I won't go there either. Let's just say that your agenda is a total lie; and people know it. `,1,1
﻿29.4.2021,19:46:03,8,73,Ha bhenr ach akele mein chugli kru ity public place ty kanda se t manhun wri panji kanda ‚,1,1
﻿8.1.2022,1:11:05,69,77,Thanks for pointing that out. ,0,1
﻿2.5.2022,1:49:08,34,96,اس ویڈیو کے بعد تو میں پکا,0,1
﻿27.8.2019,10:02:14,12,51,Aglay hi din circuit dekhne ko mila.,0,0
﻿3.12.2022,16:12:01,36,81,تیرے لوڑے سالے دیمک نہں ہے کیارفتار ہے,1,1
﻿24.3.2022,16:02:19,94,71,Dora also caused 260 million dollars in damage. Remember; this is 1964 dollars.  ,0,1
﻿27.12.2019,15:12:02,64,60,next time koi bahir ka acha fast bowler ko khelana jese k michel starc,0,1
﻿18.1.2022,25:01:32,69,77,but feel free to abuse my 15 year old fag ass,1,1
﻿18.12.2021,6:31:38,69,77,Oh yes you're wrong! And Dyer is not an expert but an ignorant. It makes me laugh... ,1,1
﻿18.10.2019,11:24:06,53,88, Jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha,0,1
﻿31.5.2021,9:52:47,74,89,Or maybe you are? But fuck it.,1,1
﻿22.1.2021,6:21:51,50,98,mery dany ban jate hen lemon se,1,1
﻿9.5.2022,3:26:56,59,74,Saying don't be snitty is not a personal attack. It is a defense from YOUR personal attack against me. Now me telling you that you are a pussy and need to grow some balls; now that is a personal attack. I hope you enjoy it as much I did. - ,1,1
﻿16.7.2022,12:34:54,30,22,Zia Mohyeddin ka kehna hai ke mujhe is program ki maqboliyat ka andaza is roz hua  jab main ne aik choti si bachi ko yeh kehte hue suna    Ammi Ammi  wo dekhen Zia Mohyeddin Show ja rahe hain  ,0,0
﻿18.10.2022,14:42:39,36,81,وہ گانا بہت عمدہ تھا مجھے بہت پسند آیا,0,1
﻿19.10.2021,5:29:03,42,57,Iss raat clinic kay farash per ambulance kay drivers kay sath soye.,0,0
